core_id,latitude,longitude,depth_top,depth_bottom,SOC,bulk_density
HR_001,43.6532,-79.3832,0,2,45.2,1.15
HR_001,43.6532,-79.3832,2,4,42.8,1.18
HR_001,43.6532,-79.3832,4,6,38.5,1.22
HR_001,43.6532,-79.3832,6,8,35.1,1.24
HR_001,43.6532,-79.3832,8,10,32.4,1.26
HR_001,43.6532,-79.3832,10,12,29.8,1.28
HR_001,43.6532,-79.3832,12,14,27.5,1.30
HR_001,43.6532,-79.3832,14,16,25.6,1.32
HR_001,43.6532,-79.3832,16,18,24.1,1.34
HR_001,43.6532,-79.3832,18,20,22.8,1.35
HR_001,43.6532,-79.3832,20,22,21.7,1.36
HR_001,43.6532,-79.3832,22,24,20.8,1.37
HR_001,43.6532,-79.3832,24,26,20.1,1.38
HR_001,43.6532,-79.3832,26,28,19.5,1.39
HR_001,43.6532,-79.3832,28,30,19.0,1.40
HR_001,43.6532,-79.3832,30,32,18.6,1.41
HR_001,43.6532,-79.3832,32,34,18.2,1.42
HR_001,43.6532,-79.3832,34,36,17.9,1.42
HR_001,43.6532,-79.3832,36,38,17.6,1.43
HR_001,43.6532,-79.3832,38,40,17.4,1.43
HR_001,43.6532,-79.3832,40,42,17.2,1.44
HR_001,43.6532,-79.3832,42,44,17.0,1.44
HR_001,43.6532,-79.3832,44,46,16.8,1.45
HR_001,43.6532,-79.3832,46,48,16.7,1.45
HR_001,43.6532,-79.3832,48,50,16.5,1.45
HR_001,43.6532,-79.3832,50,52,16.4,1.46
HR_001,43.6532,-79.3832,52,54,16.2,1.46
HR_001,43.6532,-79.3832,54,56,16.1,1.46
HR_001,43.6532,-79.3832,56,58,16.0,1.47
HR_001,43.6532,-79.3832,58,60,15.8,1.47
HR_001,43.6532,-79.3832,60,62,15.7,1.47
HR_001,43.6532,-79.3832,62,64,15.6,1.48
HR_001,43.6532,-79.3832,64,66,15.5,1.48
HR_001,43.6532,-79.3832,66,68,15.4,1.48
HR_001,43.6532,-79.3832,68,70,15.2,1.48
HR_001,43.6532,-79.3832,70,72,15.1,1.49
HR_001,43.6532,-79.3832,72,74,15.0,1.49
HR_001,43.6532,-79.3832,74,76,14.9,1.49
HR_001,43.6532,-79.3832,76,78,14.8,1.49
HR_001,43.6532,-79.3832,78,80,14.7,1.50
HR_001,43.6532,-79.3832,80,82,14.6,1.50
HR_001,43.6532,-79.3832,82,84,14.5,1.50
HR_001,43.6532,-79.3832,84,86,14.4,1.50
HR_001,43.6532,-79.3832,86,88,14.3,1.51
HR_001,43.6532,-79.3832,88,90,14.2,1.51
HR_001,43.6532,-79.3832,90,92,14.1,1.51
HR_001,43.6532,-79.3832,92,94,14.0,1.51
HR_001,43.6532,-79.3832,94,96,13.9,1.52
HR_001,43.6532,-79.3832,96,98,13.8,1.52
HR_001,43.6532,-79.3832,98,100,13.7,1.52
HR_002,43.6545,-79.3820,0,2,52.3,1.12
HR_002,43.6545,-79.3820,2,4,48.9,1.14
HR_002,43.6545,-79.3820,4,6,44.2,1.17
HR_002,43.6545,-79.3820,6,8,40.5,1.20
HR_002,43.6545,-79.3820,8,10,37.3,1.23
HR_002,43.6545,-79.3820,10,12,34.6,1.25
HR_002,43.6545,-79.3820,12,14,32.2,1.27
HR_002,43.6545,-79.3820,14,16,30.1,1.29
HR_002,43.6545,-79.3820,16,18,28.3,1.31
HR_002,43.6545,-79.3820,18,20,26.7,1.33
HR_002,43.6545,-79.3820,20,22,25.3,1.34
HR_002,43.6545,-79.3820,22,24,24.1,1.36
HR_002,43.6545,-79.3820,24,26,23.0,1.37
HR_002,43.6545,-79.3820,26,28,22.1,1.38
HR_002,43.6545,-79.3820,28,30,21.3,1.39
HR_002,43.6545,-79.3820,30,32,20.6,1.40
HR_002,43.6545,-79.3820,32,34,20.0,1.41
HR_002,43.6545,-79.3820,34,36,19.5,1.42
HR_002,43.6545,-79.3820,36,38,19.0,1.42
HR_002,43.6545,-79.3820,38,40,18.6,1.43
HR_002,43.6545,-79.3820,40,42,18.2,1.44
HR_002,43.6545,-79.3820,42,44,17.9,1.44
HR_002,43.6545,-79.3820,44,46,17.6,1.45
HR_002,43.6545,-79.3820,46,48,17.3,1.45
HR_002,43.6545,-79.3820,48,50,17.1,1.46
HR_002,43.6545,-79.3820,50,52,16.8,1.46
HR_002,43.6545,-79.3820,52,54,16.6,1.47
HR_002,43.6545,-79.3820,54,56,16.4,1.47
HR_002,43.6545,-79.3820,56,58,16.2,1.47
HR_002,43.6545,-79.3820,58,60,16.0,1.48
HR_002,43.6545,-79.3820,60,62,15.8,1.48
HR_002,43.6545,-79.3820,62,64,15.6,1.48
HR_002,43.6545,-79.3820,64,66,15.5,1.49
HR_002,43.6545,-79.3820,66,68,15.3,1.49
HR_002,43.6545,-79.3820,68,70,15.1,1.49
HR_002,43.6545,-79.3820,70,72,15.0,1.50
HR_002,43.6545,-79.3820,72,74,14.8,1.50
HR_002,43.6545,-79.3820,74,76,14.7,1.50
HR_002,43.6545,-79.3820,76,78,14.5,1.51
HR_002,43.6545,-79.3820,78,80,14.4,1.51
HR_002,43.6545,-79.3820,80,82,14.3,1.51
HR_002,43.6545,-79.3820,82,84,14.1,1.51
HR_002,43.6545,-79.3820,84,86,14.0,1.52
HR_002,43.6545,-79.3820,86,88,13.9,1.52
HR_002,43.6545,-79.3820,88,90,13.8,1.52
HR_002,43.6545,-79.3820,90,92,13.7,1.52
HR_002,43.6545,-79.3820,92,94,13.6,1.53
